Case No,Category Name
KM-09890,Rythu Bandhu
KM-09892,2017-Crop loss
KM-09893,Organic Farming
KM-09894,Kisan Samman
KM-09895,PassBook
KM-09896,Land Mutation
KM-09897,2018 Khariff Crop Loss-Insured
KM-09898,Market Issues
KM-09899,Land Corrections
KM-09900,Rythu Bandhu
KM-09901,Rythu Bandhu
KM-09904,Rythu Bandhu
KM-09905,Rythu Bandhu
KM-09906,Rythu Bandhu
KM-09908,Ration card
KM-09909,Crop Loan
KM-09910,Rythu Bandhu
KM-09911,Civil
KM-09912,Market Payment delay
KM-09914,Land Survey
KM-09915,Kisan Samman
KM-09917,Market Payment delay
KM-09918,Rythu Bandhu
KM-09919,Rythu Bandhu
KM-09921,Transformer Issue
KM-09922,Rythu Bandhu
KM-09924,Rythu Bandhu
KM-09925,Kisan Samman
KM-09926,Kisan Samman
KM-09927,Kisan Samman
KM-09928,Rythu Bandhu
KM-09929,Market Payment delay
KM-09930,Land area corrections
KM-09932,Issue of new PPB
KM-09935,Organic Farming
KM-09936,Market Payment delay
KM-09937,Information
KM-09938,Rythu Bandhu
KM-09939,Market Payment delay
KM-09940,Market Payment delay
KM-09941,Rythu Bandhu
KM-09942,Rythu Bandhu
KM-09943,Rythu Bandhu
KM-09945,Rythu Bandhu
KM-09946,Issue of new PPB
KM-09947,Rythu Bandhu
KM-09948,Land Corrections
KM-09949,Civil
KM-09950,Rythu Bandhu
KM-09951,Rythu Bandhu
KM-09952,Rythu Bandhu
KM-09953,Land Corrections
KM-09954,Information
KM-09955,Crop Insurance
KM-09956,Information
KM-09957,Adjustements towards Bank loans
KM-09958,Rythu Bandhu
KM-09959,Category not assigned
KM-09960,Rythu Bandhu
KM-09961,Rythu Bandhu
KM-09962,Issue of new PPB
KM-09963,Sadabainama
KM-09964,Rythu Bandhu
KM-09965,Market Payment delay
KM-09966,Information
KM-09967,Kisan Samman
KM-09968,Issue of new PPB
KM-09971,Market Payment delay
KM-09972,Irrigation
KM-09973,Land area corrections
KM-09974,Kisan Samman
KM-09976,Transformer Issue
KM-09977,Kisan Samman
KM-09978,Land succession
KM-09979,Rythu Bandhu
KM-09980,Sadabainama
KM-09981,Land Mutation
KM-09982,Rythu Bandhu
KM-09983,Kisan Samman
KM-09984,Market Payment delay
KM-09985,Information
KM-09987,Rythu Bandhu
KM-09989,Subsidy
KM-09990,Sadabainama
KM-09992,POT case
KM-09993,Market Payment delay
KM-09996,Soil test
KM-09997,Kisan Samman
KM-09998,PassBook
KM-10000,Land Corrections
KM-10001,Market Payment delay
KM-10002,Market Payment delay
KM-10003,Information
KM-10005,Rythu Bandhu
KM-10006,Rythu Bandhu
KM-10007,Civil
KM-10008,Assigned Land
KM-10008,Land succession
KM-10009,Rythu Bandhu
KM-10010,Rythu Bandhu
KM-10011,Category not assigned
KM-10012,Land area corrections
KM-10013,Rythu Bandhu
KM-10014,Issue of new PPB
KM-10015,Category not assigned
KM-10016,Issue of new PPB
KM-10018,Crop Loss
KM-10019,Illegal Occupation
KM-10020,Illegal Occupation
KM-10021,Inam Land
KM-10023,Rythu Bandhu
KM-10024,Rythu Bandhu
KM-10025,ROFR-Forest patta
KM-10026,Market Payment delay
KM-10027,Kisan Samman
KM-10028,Crop Loss
KM-10029,Rythu Bandhu
KM-10030,Transformer Issue
KM-10031,Land Corrections
KM-10032,Financial help
KM-10033,Financial help
KM-10034,Kisan Samman
KM-10036,Market Payment delay
KM-10037,Market Payment delay
KM-10038,Information
KM-10040,Issue of new PPB
KM-10041,Information
KM-10042,Information
KM-10044,Rythu Bandhu
KM-10045,Crop Insurance - Claim
KM-10046,Market Price
KM-10048,Civil
KM-10048,Family dispute
KM-10049,Crop Insurance
KM-10050,Land succession
KM-10051,2017-Crop Loss Ins. claim raised
KM-10052,Civil
KM-10053,Seed Issues
KM-10054,Seed Issues
KM-10055,Crop Insurance
KM-10056,Category not assigned
KM-10057,Category not assigned
KM-10058,2018 Khariff Crop Loss-Insured
KM-10059,Category not assigned
KM-10060,Kisan Samman
KM-10061,Tenant farmer
KM-10061,2018 Khariff Crop Loss-Insured
KM-10062,Civil
KM-10063,Sadabainama
KM-10064,Land Mutation
KM-10065,Rythu Bandhu
KM-10066,Crop Loss
KM-10067,Adjustements towards Bank loans
KM-10069,Kisan Samman
KM-10070,Rythu Bandhu
KM-10071,Rythu Bandhu
KM-10072,Rythu Bandhu
KM-10074,Information
KM-10075,Land succession
KM-10076,No proper information
KM-10077,Rythu Bandhu
KM-10078,Land Mutation
KM-10079,2018 Khariff Crop Loss-Insured
KM-10081,Kisan Samman
KM-10082,LEC cards
KM-10083,Other Loans
KM-10084,Electrocution
KM-10085,Kisan Samman
KM-10086,Other
KM-10087,Crop loan - New
KM-10088,Aasara Pensions - Disability
KM-10090,2018 Khariff Crop Loss
KM-10091,NREGS Payment
KM-10092,Crop loan - Renewals
KM-10094,Rythu Bandhu
KM-10096,Rythu Bandhu
KM-10097,Market Payment delay
KM-10098,Rythu Bhima
KM-10099,Market Payment delay
KM-10100,Market Payment delay
KM-10101,Assigned Land
KM-10101,Issue of new PPB
KM-10104,Rythu Bandhu
KM-10105,Kisan Samman
KM-10106,Information
KM-10107,Rythu Bandhu
KM-10108,Market Payment delay
KM-10110,Corrections in Personal Details
KM-10111,Rythu Bandhu
KM-10112,LEC cards
KM-10113,Rythu Bandhu
KM-10114,Land registration
KM-10115,Crop Insurance - Claim
KM-10116,Wild animal attack
KM-10117,Financial help
KM-10118,Information
KM-10119,NREGS Payment
KM-10120,Land succession
KM-10121,Rythu Bandhu
KM-10122,Information
KM-10123,Rythu Bandhu
KM-10124,Land Corrections
KM-10125,Rythu Bandhu
KM-10126,Land succession
KM-10127,Sadabainama
KM-10129,Rythu Bandhu
KM-10130,Land succession
KM-10131,Information
KM-10132,Information
KM-10133,Rythu Bandhu
KM-10134,Information
KM-10135,Information
KM-10136,Financial help
KM-10137,Rythu Bandhu
KM-10138,Electrocution
KM-10139,2017-Crop Loss Ins. claim raised
KM-10140,2017-Crop Loss Ins. claim raised
KM-10141,2017-Crop Loss Ins. claim raised
KM-10142,Land succession
KM-10143,2017 Cotton Insurance Payment
KM-10144,Land Mutation
KM-10145,Land Corrections
KM-10146,LEC cards
KM-10147,LEC cards
KM-10148,Information
KM-10149,LEC cards
KM-10149,Loan on LEC
KM-10150,LEC cards
KM-10150,Loan on LEC
KM-10151,Loan on LEC
KM-10153,Un Natural death
KM-10154,Other
KM-10155,Aasara Pensions - Old age
KM-10156,Patta
KM-10157,Patta
KM-10158,Patta
KM-10159,Kisan Samman
KM-10160,Crop Insurance
KM-10162,Electricity connection to transformer
KM-10163,Rythu Bandhu
KM-10164,Crop loan - Scale of finance
KM-10165,NREGS Payment
KM-10166,Market Payment delay
KM-10168,Issue of new PPB
KM-10169,Market Payment delay
KM-10170,Crop Insurance
KM-10171,Assigned Land
KM-10172,Assigned Land
KM-10173,Rythu Bandhu
KM-10174,Crop Insurance
KM-10175,Kisan Samman
KM-10176,Kisan Samman
KM-10177,Land Corrections
KM-10178,Crop Insurance
KM-10179,Rythu Bandhu
KM-10180,Rythu Bandhu
KM-10181,Transformer Issue
KM-10182,Rythu Bandhu
KM-10183,2018 Khariff Crop Loss-Insured
KM-10184,Information
KM-10185,Land Mutation
KM-10186,BC Corporation Loan
KM-10187,Kisan Samman
KM-10188,Civil
KM-10190,2017-Crop Loss Ins. claim raised
KM-10191,Information
KM-10193,Loan on LEC
KM-10194,Market Payment delay
KM-10195,Loan on LEC
KM-10196,Kisan Samman
KM-10197,Kisan Samman
KM-10198,Issue of new PPB
KM-10199,Crop Insurance - Claim
KM-10200,Rythu Bandhu
KM-10201,Rythu Bandhu
KM-10202,Market Payment delay
KM-10203,Patta
KM-10204,Market Payment delay
KM-10205,LEC cards
KM-10206,Rythu Bhima
KM-10209,Crop loan - Renewals
KM-10210,Crop loan - Renewals
KM-10212,Market Payment delay
KM-10213,Crop Insurance
KM-10214,2017-Crop Loss Ins. claim raised
KM-10215,Issue of new PPB
KM-10216,2017-Crop loss
KM-10217,Crop loan - Renewals
KM-10218,Market Payment delay
KM-10219,Land succession
KM-10220,Rythu Bandhu
KM-10221,Rythu Bandhu
KM-10222,Issue of new PPB
KM-10223,Rythu Bandhu
KM-10224,Rythu Bandhu
KM-10225,Issue of new PPB
KM-10225,Assigned Land
KM-10226,Illegal Occupation
KM-10226,Assigned Land
KM-10227,Land area corrections
KM-10228,Aasara Pensions - Widow
KM-10229,Rythu Bandhu
KM-10230,2017-Crop loss
KM-10231,Corrections in Personal Details
KM-10232,Crop Power Supply
KM-10233,Market Payment delay
KM-10234,Land Corrections
KM-10235,Information
KM-10236,Category not assigned
KM-10237,Crop Insurance
KM-10238,Crop Insurance
KM-10239,Rythu Bandhu
KM-10240,Crop Insurance
KM-10241,Crop Insurance
KM-10242,Crop Insurance
KM-10243,Land succession
KM-10244,Corrections in Personal Details
KM-10245,Land Acquisition
KM-10246,LEC cards
KM-10247,Information
KM-10248,Land succession
KM-10248,Assigned Land
KM-10249,Crop Insurance
KM-10250,Rythu Bandhu
KM-10251,Patta
KM-10252,LEC cards
KM-10253,Civil
KM-10254,Civil
KM-10255,Financial help
KM-10256,IHHL Payments
KM-10257,Land Mutation
KM-10258,Market Payment delay
KM-10259,Crop loan - New
KM-10260,Crop Insurance
KM-10261,Crop Insurance
KM-10261,Information
KM-10263,Land Corrections
KM-10264,Kisan Samman
KM-10265,Land Corrections
KM-10265,Corrections in Personal Details
KM-10266,Land Survey
KM-10267,Sadabainama
KM-10268,2018 Khariff Crop Loss-Insured
KM-10270,Kisan Samman
KM-10271,Information
KM-10272,Land Mutation
KM-10272,Civil
KM-10273,Issue of new PPB
KM-10274,Rythu Bandhu
KM-10275,AAdhar linking
KM-10276,Land area corrections
KM-10277,Rythu Bandhu
KM-10278,Rythu Bandhu
KM-10279,Rythu Bandhu
KM-10280,Crop loan - New
KM-10281,2017-Crop Loss Ins. claim raised
KM-10282,Financial help
KM-10283,Rythu Bandhu
KM-10284,Issue of new PPB
KM-10285,Information
KM-10287,Suicide Case
KM-10287,Rythu Bhima
KM-10288,Attempted Suicide
KM-10290,Drip
KM-10291,Crop Insurance
KM-10292,Issue of new PPB
KM-10293,Hail storm
KM-10294,Crop loan - New
KM-10295,Rythu Bandhu
KM-10298,Crop loan - New
KM-10299,Market Payment delay
KM-10300,2017-Crop Loss Ins. claim raised
KM-10301,Crop Insurance
KM-10302,Category not assigned
KM-10304,Illegal Occupation
KM-10304,Assigned Land
KM-10305,Other
KM-10306,Hail storm
KM-10307,Hail storm
KM-10308,Market Payment delay
KM-10309,Transformer Issue
KM-10310,Issue of new PPB
KM-10311,Land succession
KM-10311,Civil
KM-10312,Hail storm
KM-10313,Information
KM-10314,Rythu Bandhu
KM-10315,Corrections in Personal Details
KM-10316,Issue of new PPB
KM-10317,Kisan Samman
KM-10318,Adjustements towards Bank loans
KM-10319,Rythu Bandhu
KM-10321,Rythu Bandhu
KM-10322,Information
KM-10323,BC Corporation Loan
KM-10324,Rythu Bandhu
KM-10325,Land Corrections
KM-10326,Agriculture Inputs
KM-10327,Crop Power Supply
KM-10328,Crop Insurance
KM-10329,2017-Crop loss
KM-10330,2017-Crop loss
KM-10331,Aasara Pensions - Disability
KM-10332,Market Payment delay
KM-10333,Issue of new PPB
KM-10334,Rythu Bandhu
KM-10335,Issue of new PPB
KM-10336,Rythu Bandhu
KM-10337,Kisan Samman
KM-10338,Kisan Samman
KM-10339,Kisan Samman
KM-10340,Issue of new PPB
KM-10341,Aasara Pensions - Widow
KM-10343,Other
KM-10344,Kisan Samman
KM-10345,Pest attack
KM-10346,Crop loan - New
KM-10347,Land Mutation
KM-10348,Land succession
KM-10350,Rythu Bandhu
KM-10351,Land Corrections
KM-10352,2017-Crop loss
KM-10353,Rythu Bandhu
KM-10354,Crop Insurance
KM-10355,Rythu Bandhu
KM-10356,Rythu Bandhu
KM-10357,Rythu Bandhu
KM-10358,Land Mutation
KM-10359,Rythu Bandhu
KM-10360,Crop Loss
KM-10361,Kisan Samman
KM-10362,Land succession
KM-10363,Transformer Issue
KM-10364,LEC cards
KM-10365,2017-Crop loss
KM-10366,Information
KM-10367,Land area corrections
KM-10368,Rythu Bandhu
KM-10369,Information
KM-10370,Information
KM-10371,Information
KM-10372,PassBook
KM-10373,Rythu Bandhu
KM-10374,Rythu Bandhu
KM-10375,Rythu Bandhu
KM-10376,Market Payment delay
KM-10377,Market Payment delay
KM-10378,Market Payment delay
KM-10379,Electrocution
KM-10380,Land succession
KM-10381,Rythu Bandhu
KM-10382,Civil
KM-10383,Rythu Bandhu
KM-10384,2019 Khariff Crop Loss-Insured
KM-10385,Land succession
KM-10386,Information
KM-10389,Crop Insurance
KM-10390,Rythu Bandhu
KM-10391,2018 Khariff Crop Loss-Insured
KM-10392,Non farming issue
KM-10394,Land succession
KM-10395,Land succession
KM-10396,Rythu Bhima
KM-10397,Land Mutation
KM-10398,Crop Insurance
KM-10399,2018 Khariff Crop Loss-Insured
KM-10401,2018 Khariff Crop Loss-Insured
KM-10402,2018 Khariff Crop Loss-Insured
KM-10403,2018 Khariff Crop Loss-Insured
KM-10404,2019 Khariff Crop Loss-Insured
KM-10405,Land Corrections
KM-10406,Corrections in Personal Details
KM-10407,Land area corrections
KM-10408,Information
KM-10409,Online Pahani
KM-10410,Rythu Bandhu
KM-10411,Financial help
KM-10412,2018 Khariff Crop Loss-Insured
KM-10413,Financial help
KM-10415,Land Mutation
KM-10416,Information
KM-10417,Information
KM-10418,2017-Crop loss
KM-10418,No proper information
KM-10419,Aasara Pensions - Old age
KM-10420,2018 Khariff Crop Loss-Insured
KM-10421,LEC cards
KM-10422,2017-Crop loss
KM-10423,Information
KM-10424,Repair of electric poles
KM-10425,Land succession
KM-10426,Suicide Case
KM-10427,Organic Farming
KM-10428,Issue of new PPB
KM-10430,Information
KM-10431,Crop loan - New
KM-10432,Suicide Case
KM-10434,Hail storm
KM-10435,Rythu Bandhu
KM-10436,Financial help
KM-10438,Sadabainama
KM-10439,Rythu Bandhu
KM-10441,Land Corrections
KM-10444,Rythu Bandhu
KM-10445,Information
KM-10446,Rythu Bandhu
KM-10447,Rythu Bandhu
KM-10448,Land succession
KM-10450,Rythu Bandhu
KM-10451,Market Payment delay
KM-10452,Rythu Bandhu
KM-10453,Land area corrections
KM-10456,Irrigation
KM-10457,Land area corrections
KM-10458,Information
KM-10459,Information
KM-10463,Sc corporation
KM-10464,Repair of electric poles
KM-10465,Pest attack
KM-10466,Land succession
KM-10467,Land succession
KM-10468,Kisan Samman
KM-10469,Distress
KM-10470,Crop loan - New
KM-10471,Sadabainama
KM-10472,Land Corrections
KM-10473,Rythu Bandhu
KM-10474,Information
KM-10475,Aasara Pensions - Widow
KM-10477,Land area corrections
KM-10478,Financial help
KM-10479,Leakage of Pond water
KM-10481,Rythu Bandhu
KM-10482,Crop loan - New
KM-10483,Rythu Bandhu
KM-10485,Rythu Bandhu
KM-10486,Rythu Bandhu
KM-10487,Kisan Samman
KM-10489,Category not assigned
KM-10490,Land succession
KM-10491,Information
KM-10493,Issue of Patta-Assigned land
KM-10494,Rythu Bandhu
KM-10495,Issue of new PPB
KM-10495,Assigned Land
KM-10497,Crop loan - New
KM-10499,Land Mutation
KM-10500,Suicide Case
KM-10502,Aasara Pensions - Disability
KM-10503,current wires hanging in the field
KM-10504,Crop loan - New
KM-10505,Information
KM-10506,Crop Loss
KM-10507,Issue of new PPB
KM-10508,Rythu Bandhu
KM-10509,Crop loan - New
KM-10510,Tenant farmer
KM-10510,LEC cards
KM-10512,Attempted Suicide
KM-10513,Crop loan - New
KM-10514,Crop loan - Renewals
KM-10515,Other
KM-10516,Sadabainama
KM-10517,Information
KM-10519,Crop loan - Renewals
KM-10521,Financial help
KM-10523,JLG loan - PP land
KM-10524,Other
KM-10525,Financial help
KM-10526,JLG loan - PP land
KM-10528,2019 Khariff Crop Loss-Insured
KM-10529,Crop Loss
KM-10530,Electrocution
KM-10531,Apadhbanduvu
KM-10532,Information
KM-10533,2017-Crop Loss Ins. claim raised
KM-10534,2018 Khariff Crop Loss-Insured
KM-10535,Crop loan - New
KM-10536,Financial help
KM-10537,Land Corrections
KM-10538,Land succession
KM-10539,Crop loan - New
KM-10540,Loan on LEC
KM-10541,Land succession
KM-10543,Aasara Pensions - Widow
KM-10544,Financial help
KM-10545,Aasara Pensions - Beedi
KM-10547,Financial help
KM-10548,Attempted Suicide
KM-10550,Animal Issues
KM-10552,BC Corporation Loan
KM-10553,Distress
KM-10554,Land succession
KM-10555,Land area corrections
KM-10556,2019 Khariff Crop Loss
KM-10557,2019 Khariff Crop Loss-Insured
KM-10559,Aasara Pensions - Old age
KM-10560,Land area corrections
KM-10561,2019 Khariff Crop Loss-Insured
KM-10562,Land succession
KM-10564,Kalyana Lakshmi
KM-10565,Crop Loss
KM-10566,Crop loan - New
KM-10567,2018 Khariff Crop Loss-Insured
KM-10568,2019 Khariff Crop Loss-Insured
KM-10569,current wires hanging in the field
KM-10570,Crop loan - New
KM-10571,Land succession
KM-10572,Rythu Bandhu
KM-10573,Sadabainama
KM-10574,Issue of new PPB
KM-10575,2019 Khariff Crop Loss-Insured
KM-10576,Information
KM-10577,2019 Khariff Crop Loss
KM-10579,Issue of new PPB
KM-10580,2019 Khariff Crop Loss-Insured
KM-10582,Kisan Samman
KM-10583,2019 Khariff Crop Loss-Insured
KM-10584,Civil
KM-10585,Issue of new PPB
KM-10586,Issue of new PPB
KM-10587,Kisan Samman
KM-10588,Crop Loss
KM-10589,Land succession
KM-10590,Ration card
KM-10593,Issue of new PPB
KM-10595,Issue of new PPB
KM-10596,2019 Khariff Crop Loss
KM-10597,2019 Khariff Crop Loss-Insured
KM-10598,Land succession
KM-10600,2019 Khariff Crop Loss
KM-10601,Pest attack
KM-10603,Land succession
KM-10604,Pest attack
KM-10605,JLG loan - PP land
KM-10606,Land succession
KM-10607,Pest attack
KM-10611,Issue of new PPB
KM-10612,Land Corrections
KM-10613,Information
KM-10615,Crop loan - New
KM-10616,House
KM-10617,Aasara Pensions - Widow
KM-10619,Issue of new PPB
KM-10620,Land Corrections
KM-10621,Land Corrections
KM-10622,Crop Power Supply
KM-10623,Loan on LEC
KM-10624,Information
KM-10626,Suicide Case
KM-10627,Attempted Suicide
KM-10628,Inhallation Posioning
KM-10629,Financial help
KM-10630,Financial help
KM-10631,Transformer Issue
KM-10633,Illegal Occupation
KM-10633,Civil
KM-10634,Loan on LEC
KM-10635,Rythu Bandhu
KM-10636,Crop loan - New
KM-10637,Land Mutation
KM-10638,Rythu Bandhu
KM-10639,Loan on LEC
KM-10640,Crop loan - Renewals
KM-10641,Crop Loss
KM-10645,Suicide Case
KM-10645,Court Case
KM-10646,Loan on LEC
KM-10647,Loan on LEC
KM-10648,Loan on LEC
KM-10649,Adjustements towards Bank loans
KM-10650,Rythu Bandhu
KM-10651,Issue of new PPB
KM-10653,Kisan Samman
KM-10654,Loan on LEC
KM-10655,LEC cards
KM-10657,Sadabainama
KM-10659,Loan on LEC
KM-10660,2018 Khariff Crop Loss-Insured
KM-10661,Pink Boll Worm
KM-10662,NREGS-Delay/Low wages
KM-10663,Issue of new PPB
KM-10664,2019 Khariff Crop Loss-Insured
KM-10665,Un Natural death
KM-10665,Apadhbanduvu
KM-10666,2018 Khariff Crop Loss
KM-10667,Kisan Samman
KM-10668,Drip
KM-10669,Issue of new PPB
KM-10670,2018 Khariff Crop Loss-Insured
KM-10671,Online Pahani
KM-10672,Attempted Suicide
KM-10673,Rythu Bandhu
KM-10674,2019 Khariff Crop Loss-Insured
KM-10675,Issue of new PPB
KM-10676,Assigned Land
KM-10677,Land Mutation
KM-10678,Input subsidy
KM-10679,Input subsidy
KM-10681,Aasara Pensions - Widow
KM-10683,Aasara Pensions - Disability
KM-10684,Rythu Bandhu
KM-10685,Seed Issues
KM-10686,Aasara Pensions - Widow
KM-10687,Rythu Bandhu
KM-10688,Rythu Bandhu
KM-10689,Rythu Bandhu
KM-10690,Seed Issues
KM-10691,Suicide Case
KM-10692,Information
KM-10693,Suicide Case
KM-10694,Suicide Case
KM-10695,Suicide Case
KM-10696,Issue of new PPB
KM-10697,Suicide Case
KM-10698,Kisan Samman
KM-10699,Corrections in Personal Details
KM-10700,Land succession
KM-10701,Rythu Bandhu
KM-10702,Issue of new PPB
KM-10703,Land Mutation
KM-10704,Spurious seed
KM-10705,Kisan Samman
KM-10706,Seed Issues
KM-10707,Civil
KM-10708,Suicide Case
KM-10709,Land succession
KM-10710,Rythu Bhima
KM-10711,Seed Issues
KM-10712,Aasara Pensions - Widow
KM-10714,Non tribal - Agency area
KM-10714,Crop Loan
KM-10715,Loan on LEC
KM-10716,2019 Khariff Crop Loss-Insured
KM-10717,Rythu Bandhu
KM-10718,2019 Khariff Crop Loss-Insured
KM-10719,Subsidy
KM-10720,Information
KM-10721,Rythu Bandhu
KM-10722,Kisan Samman
KM-10724,Rythu Bandhu
KM-10725,Loan on LEC
KM-10726,Land succession
KM-10727,Kisan Samman
ISS-00006,Category not assigned
KM-10729,Transformer Issue
KM-10730,Category not assigned
KM-10731,Rythu Bandhu
KM-10732,Rythu Bandhu
KM-10734,Rythu Bhima
KM-10735,Land Corrections
KM-10736,Crop Power Supply
KM-10738,2017-Crop loss
KM-10740,Crop loan - New
KM-10741,Suicide Case
KM-10741,Tenant farmer
KM-10742,Financial help
KM-10743,Land Mutation
KM-10744,Rythu Bandhu
KM-10745,Aasara Pensions - Widow
KM-10747,2019 Khariff Crop Loss-Insured
KM-10747,Tenant farmer
KM-10748,Rythu Bandhu
KM-10749,Rythu Bhima
KM-10751,Loan on LEC
KM-10753,Rythu Bandhu
KM-10754,2019 Khariff Crop Loss-Insured
KM-10755,Dual PPB
KM-10756,Loan on LEC
KM-10757,Loan on LEC
KM-10759,Rythu Bandhu
KM-10760,2019 Khariff Crop Loss-Insured
KM-10762,2019 Khariff Crop Loss-Insured
KM-10764,Aasara Pensions - Disability
KM-10765,2019 Khariff Crop Loss-Insured
KM-10766,Crop Loss
KM-10767,Pest attack
KM-10768,Land succession
KM-10769,Attempted Suicide
KM-10770,Land succession
KM-10770,Assigned Land
KM-10771,2019 Khariff Crop Loss-Insured
KM-10772,2019 Khariff Crop Loss-Insured
KM-10774,Inhallation Posioning
KM-10776,Kisan Samman
KM-10777,Information
KM-10778,Rythu Bandhu
KM-10778,Kisan Samman
KM-10779,2019 Khariff Crop Loss-Insured
KM-10780,2019 Khariff Crop Loss
KM-10781,2019 Khariff Crop Loss-Insured
KM-10783,2019 Khariff Crop Loss-Insured
KM-10784,Crop loan - New
KM-10785,Land Corrections
KM-10786,Ration card
KM-10787,Crop Damaged by Wildborer/Monkeys
KM-10788,Rythu Bandhu
KM-10789,2019 Khariff Crop Loss
KM-10790,2019 Khariff Crop Loss-Insured
KM-10791,2019 Khariff Crop Loss
KM-10792,2019 Khariff Crop Loss-Insured
KM-10793,Pesticide Exposure
KM-10794,2019 Khariff Crop Loss-Insured
KM-10795,Crop Loss
KM-10796,2019 Khariff Crop Loss
KM-10797,2019 Khariff Crop Loss
KM-10798,2019 Khariff Crop Loss
KM-10799,2019 Khariff Crop Loss-Insured
KM-10800,2019 Khariff Crop Loss
KM-10801,2019 Khariff Crop Loss-Insured
KM-10802,Crop Damaged by Wildborer/Monkeys
KM-10803,2019 Khariff Crop Loss-Insured
KM-10804,2019 Khariff Crop Loss-Insured
KM-10805,2019 Khariff Crop Loss
KM-10806,2018 Khariff Crop Loss-Insured
KM-10807,2019 Khariff Crop Loss-Insured
KM-10808,2019 Khariff Crop Loss
KM-10809,2019 Khariff Crop Loss-Insured
KM-10810,2019 Khariff Crop Loss-Insured
KM-10811,2019 Khariff Crop Loss
KM-10812,2019 Khariff Crop Loss-Insured
KM-10813,2019 Khariff Crop Loss-Insured
KM-10814,2019 Khariff Crop Loss
KM-10815,2019 Khariff Crop Loss
KM-10816,2019 Khariff Crop Loss
KM-10817,2019 Khariff Crop Loss-Insured
KM-10818,2019 Khariff Crop Loss-Insured
KM-10819,2019 Khariff Crop Loss-Insured
KM-10820,2019 Khariff Crop Loss-Insured
KM-10821,2019 Khariff Crop Loss-Insured
KM-10822,2019 Khariff Crop Loss-Insured
KM-10823,2019 Khariff Crop Loss-Insured
KM-10824,2019 Khariff Crop Loss-Insured
KM-10825,2019 Khariff Crop Loss
KM-10828,2019 Khariff Crop Loss-Insured
KM-10829,2019 Khariff Crop Loss-Insured
KM-10830,2019 Khariff Crop Loss-Insured
KM-10831,2019 Khariff Crop Loss
KM-10832,2019 Khariff Crop Loss
KM-10833,Land succession
KM-10834,2019 Khariff Crop Loss-Insured
KM-10835,2019 Khariff Crop Loss-Insured
KM-10836,2019 Khariff Crop Loss
KM-10837,2019 Khariff Crop Loss-Insured
KM-10838,2019 Khariff Crop Loss-Insured
KM-10839,2019 Khariff Crop Loss-Insured
KM-10840,2019 Khariff Crop Loss-Insured
KM-10841,2019 Khariff Crop Loss
KM-10842,2019 Khariff Crop Loss-Insured
KM-10843,2019 Khariff Crop Loss
KM-10844,2019 Khariff Crop Loss-Insured
KM-10845,2019 Khariff Crop Loss-Insured
KM-10846,No proper information
KM-10847,2019 Khariff Crop Loss-Insured
KM-10848,2019 Khariff Crop Loss-Insured
KM-10849,2019 Khariff Crop Loss
KM-10850,Crop loss-2019-Rabi
KM-10851,2019 Khariff Crop Loss-Insured
KM-10853,2019 Khariff Crop Loss
KM-10854,2019 Khariff Crop Loss-Insured
KM-10855,2019 Khariff Crop Loss-Insured
KM-10856,2019 Khariff Crop Loss-Insured
KM-10857,2019 Khariff Crop Loss
KM-10858,2019 Khariff Crop Loss-Insured
KM-10859,Rythu Bandhu
KM-10860,2019 Khariff Crop Loss-Insured
KM-10861,2019 Khariff Crop Loss-Insured
KM-10862,2019 Khariff Crop Loss
KM-10863,2019 Khariff Crop Loss
KM-10864,Suicide Case
KM-10866,Land succession
KM-10867,2019 Khariff Crop Loss-Insured
KM-10868,2019 Khariff Crop Loss
KM-10869,Civil
KM-10870,2019 Khariff Crop Loss-Insured
KM-10871,Crop loss-2019-Rabi
KM-10872,Rythu Bandhu
KM-10873,2019 Khariff Crop Loss-Insured
KM-10874,2019 Khariff Crop Loss-Insured
KM-10876,2019 Khariff Crop Loss
KM-10877,2019 Khariff Crop Loss-Insured
KM-10878,Distress
KM-10879,2019 Khariff Crop Loss-Insured
KM-10880,2019 Khariff Crop Loss-Insured
KM-10881,2019 Khariff Crop Loss-Insured
KM-10882,2019 Khariff Crop Loss-Insured
KM-10883,2019 Khariff Crop Loss
KM-10884,2019 Khariff Crop Loss-Insured
KM-10885,2019 Khariff Crop Loss-Insured
KM-10887,2019 Khariff Crop Loss-Insured
KM-10888,2019 Khariff Crop Loss-Insured
KM-10889,Rythu Bandhu
KM-10890,2019 Khariff Crop Loss-Insured
KM-10891,Land succession
KM-10892,2019 Khariff Crop Loss
KM-10893,2019 Khariff Crop Loss-Insured
KM-10894,2019 Khariff Crop Loss-Insured
KM-10895,2019 Khariff Crop Loss-Insured
KM-10896,Land succession
KM-10897,2019 Khariff Crop Loss
KM-10898,2019 Khariff Crop Loss-Insured
KM-10899,Information
KM-10900,2019 Khariff Crop Loss-Insured
KM-10901,Market Issues
KM-10902,2019 Khariff Crop Loss
KM-10903,2019 Khariff Crop Loss-Insured
KM-10904,Market Issues
KM-10905,2019 Khariff Crop Loss
KM-10906,Market Issues
KM-10907,2019 Khariff Crop Loss
KM-10908,2019 Khariff Crop Loss-Insured
KM-10909,2019 Khariff Crop Loss
KM-10910,Information
KM-10911,Market Issues
KM-10912,Market Issues
KM-10913,Rythu Bandhu
KM-10914,Market Issues
KM-10915,Market Issues
KM-10916,Market Issues
